"","Number_of_mu_Land_Cultivated_lastyear","Total_Income_From_Crops_lastyear","Value_of_Crops_Consumed_lastyear","Yuan_Spent_Raising_Crops_lastyear","Year","HHid","Province","UR","Total_Value_From_Crops_lastyear","CI","time","ratio","logmu","logratio","Y"
"4168",6,4000,2000,1200,0,452203015,"Guangxi","Rural",6000,"Coastal",1,199.667221297837,1.80828877117927,5.29715279518715,8.69953141473797
"4169",7,5000,4000,1500,2,452203015,"Guangxi","Rural",9000,"Coastal",2,213.98002853067,1.96009478404727,5.36634991021092,9.10499096736774
"4170",3,400,2700,1000,5,452203015,"Guangxi","Rural",3100,"Coastal",3,332.225913621262,1.1314021114911,5.80611615492994,8.03918964801747
"4171",6,0,6880,2000,7,452203015,"Guangxi","Rural",6880,"Coastal",4,332.778702163062,1.80828877117927,5.80777816585388,8.83638846570548
"4172",3,1000,3000,800,11,452203015,"Guangxi","Rural",4000,"Coastal",5,265.78073089701,1.1314021114911,5.58304782814286,8.29407463978953
"4173",4,4850,2076,300,2,452203017,"Guangxi","Rural",6926,"Coastal",2,74.8129675810474,1.41098697371026,4.31632700746077,8.84305216320639
"4174",2,0,1500,680,5,452203017,"Guangxi","Rural",1500,"Coastal",3,338.308457711443,0.741937344729377,5.82425362065687,7.31328705153484
"4175",2,0,2000,600,7,452203017,"Guangxi","Rural",2000,"Coastal",4,298.507462686567,0.741937344729377,5.69912987704519,7.60095245829212
"4176",1.4,1500,1500,550,11,452203017,"Guangxi","Rural",3000,"Coastal",5,390.070921985816,0.405465108108164,5.96658490461726,8.00640090042804
"4177",2,2000,1500,300,0,452203018,"Guangxi","Rural",3500,"Coastal",1,149.253731343284,0.741937344729377,5.00631752823542,8.16054681849792
"4178",2,200,800,700,2,452203018,"Guangxi","Rural",1000,"Coastal",2,348.258706467662,0.741937344729377,5.85323271461194,6.90785527398247
"4179",2,1200,900,700,5,452203018,"Guangxi","Rural",2100,"Coastal",3,348.258706467662,0.741937344729377,5.85323271461194,7.64974024162538
"4180",2,0,1500,500,7,452203018,"Guangxi","Rural",1500,"Coastal",4,248.756218905473,0.741937344729377,5.51687529557086,7.31328705153484
"4181",2,2000,1500,1200,0,452203041,"Guangxi","Rural",3500,"Coastal",1,597.014925373134,0.741937344729377,6.39210959967855,8.16054681849792
"4182",2,800,1500,1000,5,452203041,"Guangxi","Rural",2300,"Coastal",3,497.512437810945,0.741937344729377,6.20982153671336,7.74070787923296
"4183",2,3500,2000,500,7,452203041,"Guangxi","Rural",5500,"Coastal",4,248.756218905473,0.741937344729377,5.51687529557086,8.61252155287346
"4184",3,3300,1800,400,0,452203062,"Guangxi","Rural",5100,"Coastal",1,132.890365448505,1.1314021114911,4.89027668536103,8.53701542636332
"4185",15,2200,2000,200,2,452203062,"Guangxi","Rural",4200,"Coastal",2,13.3244503664224,2.71469474382088,2.59707769850821,8.34286361351183
"4186",3,3000,5000,800,7,452203062,"Guangxi","Rural",8000,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.98720932058385
"4187",1,1000,2000,500,11,452203062,"Guangxi","Rural",3000,"Coastal",5,495.049504950495,0.0953101798043249,6.20485974716977,8.00640090042804
"4188",3,500,1500,950,2,452203102,"Guangxi","Rural",2000,"Coastal",2,315.614617940199,1.1314021114911,5.75483869775521,7.60095245829212
"4189",2,0,1200,700,5,452203102,"Guangxi","Rural",1200,"Coastal",3,348.258706467662,0.741937344729377,5.85323271461194,7.0901601656374
"4190",3,0,1500,800,7,452203102,"Guangxi","Rural",1500,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,7.31328705153484
"4191",1,0,1800,700,5,452203122,"Guangxi","Rural",1800,"Coastal",3,693.069306930693,0.0953101798043249,6.54127427949634,7.49559749789666
"4192",1,0,1600,600,7,452203122,"Guangxi","Rural",1600,"Coastal",4,594.059405940594,0.0953101798043249,6.38714764352985,7.37782140627483
"4193",2.2,1000,1200,400,11,452203122,"Guangxi","Rural",2200,"Coastal",5,180.995475113122,0.832909122935104,5.19902437900639,7.69625809285884
"4194",1,0,1600,500,5,452203123,"Guangxi","Rural",1600,"Coastal",3,495.049504950495,0.0953101798043249,6.20485974716977,7.37782140627483
"4195",1,0,1600,500,7,452203123,"Guangxi","Rural",1600,"Coastal",4,495.049504950495,0.0953101798043249,6.20485974716977,7.37782140627483
"4196",2.5,1200,1500,500,11,452203123,"Guangxi","Rural",2700,"Coastal",5,199.203187250996,0.955511445027436,5.29482721931865,7.9010440883436
"4197",2,800,1800,600,5,452203125,"Guangxi","Rural",2600,"Coastal",3,298.507462686567,0.741937344729377,5.69912987704519,7.86330518480841
"4198",2,0,600,180,7,452203125,"Guangxi","Rural",600,"Coastal",4,89.5522388059702,0.741937344729377,4.49593817247742,6.39709630799547
"4199",14,3500,2500,1500,11,452203125,"Guangxi","Rural",6000,"Coastal",5,107.066381156317,2.64617479738412,4.67438259083479,8.69953141473797
"4200",2,0,1462,700,5,452203126,"Guangxi","Rural",1462,"Coastal",3,348.258706467662,0.741937344729377,5.85323271461194,7.28762903742339
"4201",2,0,1960,300,7,452203126,"Guangxi","Rural",1960,"Coastal",4,149.253731343284,0.741937344729377,5.00631752823542,7.58075077133123
"4202",1,0,1100,160,11,452203126,"Guangxi","Rural",1100,"Coastal",5,158.415841584158,0.0953101798043249,5.06585453522618,7.00315636374539
"4203",6,6200,1700,2000,0,452204001,"Guangxi","Rural",7900,"Coastal",1,332.778702163062,1.80828877117927,5.80777816585388,8.97463069660285
"4204",4,4500,2600,650,2,452204001,"Guangxi","Rural",7100,"Coastal",2,162.094763092269,1.41098697371026,5.08879785442932,8.86786414743726
"4205",5,3000,3000,1500,5,452204001,"Guangxi","Rural",6000,"Coastal",3,299.40119760479,1.62924053973028,5.70211841622795,8.69953141473797
"4206",3,2000,4000,800,7,452204001,"Guangxi","Rural",6000,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.69953141473797
"4207",3,2800,1400,450,0,452204002,"Guangxi","Rural",4200,"Coastal",1,149.501661129568,1.1314021114911,5.007976169286,8.34286361351183
"4208",3,3600,2100,500,2,452204002,"Guangxi","Rural",5700,"Coastal",2,166.112956810631,1.1314021114911,5.1132698385321,8.6482389975284
"4209",5,2800,2200,1550,7,452204002,"Guangxi","Rural",5000,"Coastal",4,309.38123752495,1.62924053973028,5.73489746839676,8.51721319121624
"4210",3,1500,1100,1000,0,452204003,"Guangxi","Rural",2600,"Coastal",1,332.225913621262,1.1314021114911,5.80611615492994,7.86330518480841
"4211",4,3800,1900,650,2,452204003,"Guangxi","Rural",5700,"Coastal",2,162.094763092269,1.41098697371026,5.08879785442932,8.6482389975284
"4212",4,2500,7500,1000,5,452204003,"Guangxi","Rural",10000,"Coastal",3,249.376558603491,1.41098697371026,5.51936495728465,9.21035037192618
"4213",2,3000,3000,800,7,452204003,"Guangxi","Rural",6000,"Coastal",4,398.009950248756,0.741937344729377,5.98672822403895,8.69953141473797
"4214",6,5200,1200,1500,0,452204004,"Guangxi","Rural",6400,"Coastal",1,249.584026622296,1.80828877117927,5.5201962249644,8.76406889422569
"4215",4,3500,2500,1500,2,452204004,"Guangxi","Rural",6000,"Coastal",2,374.064837905237,1.41098697371026,5.92469644337797,8.69953141473797
"4216",4,0,1560,90,5,452204004,"Guangxi","Rural",1560,"Coastal",3,22.4438902743142,1.41098697371026,3.11546408796537,7.3525052007532
"4217",3,600,2250,200,7,452204004,"Guangxi","Rural",2850,"Coastal",4,66.4451827242525,1.1314021114911,4.19788115640976,7.95510936036643
"4218",0.8,0,530,150,11,452204004,"Guangxi","Rural",530,"Coastal",5,185.185185185185,-0.105360515657826,5.22189617966438,6.27306566799376
"4219",4,3500,1600,1600,0,452204006,"Guangxi","Rural",5100,"Coastal",1,399.002493765586,1.41098697371026,5.9892182605082,8.53701542636332
"4220",4,4000,700,750,2,452204006,"Guangxi","Rural",4700,"Coastal",2,187.032418952618,1.41098697371026,5.23181648899525,8.45533906406755
"4221",7,3000,2000,2500,5,452204006,"Guangxi","Rural",5000,"Coastal",3,356.633380884451,1.96009478404727,5.87698867050506,8.51721319121624
"4222",7,3000,1500,1200,7,452204006,"Guangxi","Rural",4500,"Coastal",4,171.184022824536,1.96009478404727,5.14332313083733,8.41185489773372
"4223",3,700,700,1500,11,452204006,"Guangxi","Rural",1400,"Coastal",5,498.338870431894,1.1314021114911,6.21148095486532,7.24429894162388
"4224",5,4500,2100,1100,0,452204007,"Guangxi","Rural",6600,"Coastal",1,219.560878243513,1.62924053973028,5.3920848945472,8.79484007941489
"4225",5,4000,2000,1700,2,452204007,"Guangxi","Rural",6000,"Coastal",2,339.321357285429,1.62924053973028,5.82724227741264,8.69953141473797
"4226",4,2000,1500,850,5,452204007,"Guangxi","Rural",3500,"Coastal",3,211.970074812968,1.41098697371026,5.35691676162578,8.16054681849792
"4227",3,900,2000,400,7,452204007,"Guangxi","Rural",2900,"Coastal",4,132.890365448505,1.1314021114911,4.89027668536103,7.97250049813867
"4228",4,2300,1200,1200,0,452204008,"Guangxi","Rural",3500,"Coastal",1,299.25187032419,1.41098697371026,5.70161970530304,8.16054681849792
"4229",3,4500,2000,1500,2,452204008,"Guangxi","Rural",6500,"Coastal",2,498.338870431894,1.1314021114911,6.21148095486532,8.77957284038077
"4230",5,2300,1000,1000,5,452204008,"Guangxi","Rural",3300,"Coastal",3,199.600798403194,1.62924053973028,5.29682023842676,8.10170805002575
"4231",2,2000,2000,500,7,452204008,"Guangxi","Rural",4000,"Coastal",4,248.756218905473,0.741937344729377,5.51687529557086,8.29407463978953
"4232",3,2500,980,900,0,452204009,"Guangxi","Rural",3480,"Coastal",1,299.003322259136,1.1314021114911,5.70078907309389,8.15481630798784
"4233",5,6000,900,400,2,452204009,"Guangxi","Rural",6900,"Coastal",2,79.8403193612775,1.62924053973028,4.38128034828742,8.83929118323396
"4234",4,2000,2000,500,5,452204009,"Guangxi","Rural",4000,"Coastal",3,124.688279301746,1.41098697371026,4.82661853567356,8.29407463978953
"4235",4,3100,2000,2000,7,452204009,"Guangxi","Rural",5100,"Coastal",4,498.753117206983,1.41098697371026,6.21231169812617,8.53701542636332
"4236",1.1,1500,1000,200,11,452204009,"Guangxi","Rural",2500,"Coastal",5,180.18018018018,0.182321556793955,5.19451219726825,7.82408601005631
"4237",3,2000,1640,350,0,452204010,"Guangxi","Rural",3640,"Coastal",1,116.279069767442,1.1314021114911,4.75685270613456,8.1997664327809
"4238",3,900,800,400,2,452204010,"Guangxi","Rural",1700,"Coastal",2,132.890365448505,1.1314021114911,4.89027668536103,7.43844235184368
"4239",2,1000,1000,500,5,452204010,"Guangxi","Rural",2000,"Coastal",3,248.756218905473,0.741937344729377,5.51687529557086,7.60095245829212
"4240",2,2000,1000,700,7,452204010,"Guangxi","Rural",3000,"Coastal",4,348.258706467662,0.741937344729377,5.85323271461194,8.00640090042804
"4241",2,0,100,30,11,452204010,"Guangxi","Rural",100,"Coastal",5,14.9253731343284,0.741937344729377,2.70974031434441,4.60616968632117
"4242",20,600,2000,300,0,452204011,"Guangxi","Rural",2600,"Coastal",1,14.9925037481259,3.00071981506503,2.71419818003202,7.86330518480841
"4243",4,3600,1600,1200,2,452204011,"Guangxi","Rural",5200,"Coastal",2,299.25187032419,1.41098697371026,5.70161970530304,8.55643313515384
"4244",1,0,700,80,5,452204011,"Guangxi","Rural",700,"Coastal",3,79.2079207920792,0.0953101798043249,4.37333800753772,6.55122318198315
"4245",1,0,1600,200,7,452204011,"Guangxi","Rural",1600,"Coastal",4,198.019801980198,0.0953101798043249,5.28887190822528,7.37782140627483
"4246",1,0,1500,500,11,452204011,"Guangxi","Rural",1500,"Coastal",5,495.049504950495,0.0953101798043249,6.20485974716977,7.31328705153484
"4247",7,2000,2000,600,0,452204014,"Guangxi","Rural",4000,"Coastal",1,85.5920114122682,1.96009478404727,4.45075960553272,8.29407463978953
"4248",7,3500,3000,300,2,452204014,"Guangxi","Rural",6500,"Coastal",2,42.7960057061341,1.96009478404727,3.75877871451612,8.77957284038077
"4249",5,3000,2000,800,5,452204014,"Guangxi","Rural",5000,"Coastal",3,159.680638722555,1.62924053973028,5.07380186655845,8.51721319121624
"4250",5,1000,4500,1800,7,452204014,"Guangxi","Rural",5500,"Coastal",4,359.281437125749,1.62924053973028,5.88438432339328,8.61252155287346
"4251",5,3500,3000,1000,11,452204014,"Guangxi","Rural",6500,"Coastal",5,199.600798403194,1.62924053973028,5.29682023842676,8.77957284038077
"4252",3,2000,1200,520,0,452204017,"Guangxi","Rural",3200,"Coastal",1,172.757475083056,1.1314021114911,5.15246741150172,8.07093733829955
"4253",5,800,4000,1200,2,452204017,"Guangxi","Rural",4800,"Coastal",2,239.520958083832,1.62924053973028,5.47905833355044,8.4763920300123
"4254",5,3500,2000,1500,5,452204017,"Guangxi","Rural",5500,"Coastal",3,299.40119760479,1.62924053973028,5.70211841622795,8.61252155287346
"4255",3,1200,3760,800,7,452204017,"Guangxi","Rural",4960,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.50918118080606
"4256",5,1800,3000,1000,2,452204061,"Guangxi","Rural",4800,"Coastal",2,199.600798403194,1.62924053973028,5.29682023842676,8.4763920300123
"4257",4,4000,1200,500,5,452204061,"Guangxi","Rural",5200,"Coastal",3,124.688279301746,1.41098697371026,4.82661853567356,8.55643313515384
"4258",4,6000,2000,800,7,452204061,"Guangxi","Rural",8000,"Coastal",4,199.501246882793,1.41098697371026,5.29632161076563,8.98720932058385
"4259",5,3500,2500,800,2,452204081,"Guangxi","Rural",6000,"Coastal",2,159.680638722555,1.62924053973028,5.07380186655845,8.69953141473797
"4260",3,900,1800,300,5,452204081,"Guangxi","Rural",2700,"Coastal",3,99.6677740863787,1.1314021114911,4.60284522622629,7.9010440883436
"4261",4,2000,3200,1500,7,452204081,"Guangxi","Rural",5200,"Coastal",4,374.064837905237,1.41098697371026,5.92469644337797,8.55643313515384
"4262",4,2500,1200,500,0,452204083,"Guangxi","Rural",3700,"Coastal",1,124.688279301746,1.41098697371026,4.82661853567356,8.21611512529412
"4263",7,4000,1500,2500,2,452204083,"Guangxi","Rural",5500,"Coastal",2,356.633380884451,1.96009478404727,5.87698867050506,8.61252155287346
"4264",8,10000,2000,2000,5,452204083,"Guangxi","Rural",12000,"Coastal",3,249.687890137328,2.09186406167839,5.5206121182831,9.39267026206875
"4265",9,5000,2500,2000,7,452204083,"Guangxi","Rural",7500,"Coastal",4,221.975582685905,2.2082744135228,5.40301778647718,8.92267163276885
"4266",3,1500,900,400,2,452204101,"Guangxi","Rural",2400,"Coastal",2,132.890365448505,1.1314021114911,4.89027668536103,7.78326568213467
"4267",2,2000,750,500,5,452204101,"Guangxi","Rural",2750,"Coastal",3,248.756218905473,0.741937344729377,5.51687529557086,7.91939255363584
"4268",2,2000,800,550,7,452204101,"Guangxi","Rural",2800,"Coastal",4,273.63184079602,0.741937344729377,5.61214894393874,7.93741040981127
"4269",3,0,700,100,11,452204101,"Guangxi","Rural",700,"Coastal",5,33.2225913621262,1.1314021114911,3.50623558624714,6.55122318198315
"4270",3,3570,2800,850,0,452302002,"Guangxi","Rural",6370,"Coastal",1,282.392026578073,1.1314021114911,5.64365032568578,8.75937044703011
"4271",2,0,3000,500,5,452302002,"Guangxi","Rural",3000,"Coastal",3,248.756218905473,0.741937344729377,5.51687529557086,8.00640090042804
"4272",3,3000,1000,500,7,452302002,"Guangxi","Rural",4000,"Coastal",4,166.112956810631,1.1314021114911,5.1132698385321,8.29407463978953
"4273",3,1500,1500,250,11,452302002,"Guangxi","Rural",3000,"Coastal",5,83.0564784053156,1.1314021114911,4.42072411487472,8.00640090042804
"4274",3,4000,2000,400,0,452302003,"Guangxi","Rural",6000,"Coastal",1,132.890365448505,1.1314021114911,4.89027668536103,8.69953141473797
"4275",3,1920,1500,510,2,452302003,"Guangxi","Rural",3420,"Coastal",2,169.435215946844,1.1314021114911,5.13306066893881,8.13742506939526
"4276",2,1000,2400,600,5,452302003,"Guangxi","Rural",3400,"Coastal",3,298.507462686567,0.741937344729377,5.69912987704519,8.13156012193644
"4277",4,0,4400,1500,7,452302003,"Guangxi","Rural",4400,"Coastal",4,374.064837905237,1.41098697371026,5.92469644337797,8.38938254692082
"4278",3,3600,3000,1100,2,452302004,"Guangxi","Rural",6600,"Coastal",2,365.448504983389,1.1314021114911,5.90139897895771,8.79484007941489
"4279",2,2000,1200,300,5,452302004,"Guangxi","Rural",3200,"Coastal",3,149.253731343284,0.741937344729377,5.00631752823542,8.07093733829955
"4280",2,1000,1000,350,7,452302004,"Guangxi","Rural",2000,"Coastal",4,174.129353233831,0.741937344729377,5.16037255328783,7.60095245829212
"4281",1.5,0,1200,750,11,452302004,"Guangxi","Rural",1200,"Coastal",5,496.688741721854,0.470003629245736,6.20816486877202,7.0901601656374
"4282",4,2800,2100,800,0,452302008,"Guangxi","Rural",4900,"Coastal",1,199.501246882793,1.41098697371026,5.29632161076563,8.49701089205374
"4283",5,6400,2400,900,2,452302008,"Guangxi","Rural",8800,"Coastal",2,179.640718562874,1.62924053973028,5.19151536001279,9.0825183640381
"4284",2,0,2800,650,5,452302008,"Guangxi","Rural",2800,"Coastal",3,323.383084577114,0.741937344729377,5.77914682378595,7.93741040981127
"4285",3,0,4500,1000,7,452302008,"Guangxi","Rural",4500,"Coastal",4,332.225913621262,1.1314021114911,5.80611615492994,8.41185489773372
"4286",8,5600,2400,2000,0,452302009,"Guangxi","Rural",8000,"Coastal",1,249.687890137328,2.09186406167839,5.5206121182831,8.98720932058385
"4287",9,9800,3050,2000,2,452302009,"Guangxi","Rural",12850,"Coastal",2,221.975582685905,2.2082744135228,5.40301778647718,9.46110687239425
"4288",2,0,3000,500,5,452302009,"Guangxi","Rural",3000,"Coastal",3,248.756218905473,0.741937344729377,5.51687529557086,8.00640090042804
"4289",4,4000,3000,800,7,452302009,"Guangxi","Rural",7000,"Coastal",4,199.501246882793,1.41098697371026,5.29632161076563,8.8536797136497
"4290",2,3357,496,1150,2,452302010,"Guangxi","Rural",3853,"Coastal",2,572.139303482587,0.741937344729377,6.34955726662231,8.25663329809159
"4291",2,1000,1200,300,5,452302010,"Guangxi","Rural",2200,"Coastal",3,149.253731343284,0.741937344729377,5.00631752823542,7.69625809285884
"4292",2,1500,1200,400,7,452302010,"Guangxi","Rural",2700,"Coastal",4,199.004975124378,0.741937344729377,5.29383219882615,7.9010440883436
"4293",4,4400,2800,480,0,452302011,"Guangxi","Rural",7200,"Coastal",1,119.700748129676,1.41098697371026,4.78582993048385,8.88185019379659
"4294",2,0,4000,400,7,452302011,"Guangxi","Rural",4000,"Coastal",4,199.004975124378,0.741937344729377,5.29383219882615,8.29407463978953
"4295",4,0,7000,1300,11,452302011,"Guangxi","Rural",7000,"Coastal",5,324.189526184539,1.41098697371026,5.78163671610513,8.8536797136497
"4296",4,4500,3000,450,0,452302013,"Guangxi","Rural",7500,"Coastal",1,112.219451371571,1.41098697371026,4.72134705575321,8.92267163276885
"4297",6,6300,4400,1400,2,452302013,"Guangxi","Rural",10700,"Coastal",2,232.945091514143,1.80828877117927,5.45123196065377,9.27800836620072
"4298",4,0,4000,1500,7,452302013,"Guangxi","Rural",4000,"Coastal",4,374.064837905237,1.41098697371026,5.92469644337797,8.29407463978953
"4299",2.5,2300,2000,600,11,452302013,"Guangxi","Rural",4300,"Coastal",5,239.043824701195,0.955511445027436,5.47706514792879,8.36639355722519
"4300",1,0,1800,400,5,452302015,"Guangxi","Rural",1800,"Coastal",3,396.039603960396,0.0953101798043249,5.98176668438205,7.49559749789666
"4301",1,0,2000,600,7,452302015,"Guangxi","Rural",2000,"Coastal",4,594.059405940594,0.0953101798043249,6.38714764352985,7.60095245829212
"4302",1,3000,800,500,11,452302015,"Guangxi","Rural",3800,"Coastal",5,495.049504950495,0.0953101798043249,6.20485974716977,8.2427826611577
"4303",2,2550,2500,500,0,452302016,"Guangxi","Rural",5050,"Coastal",1,248.756218905473,0.741937344729377,5.51687529557086,8.52716332405355
"4304",2,1200,3000,800,5,452302016,"Guangxi","Rural",4200,"Coastal",3,398.009950248756,0.741937344729377,5.98672822403895,8.34286361351183
"4305",2,800,2000,400,7,452302016,"Guangxi","Rural",2800,"Coastal",4,199.004975124378,0.741937344729377,5.29383219882615,7.93741040981127
"4306",4,4200,1080,850,0,452302019,"Guangxi","Rural",5280,"Coastal",1,211.970074812968,1.41098697371026,5.35691676162578,8.5717003159149
"4307",2,1500,1000,400,5,452302019,"Guangxi","Rural",2500,"Coastal",3,199.004975124378,0.741937344729377,5.29383219882615,7.82408601005631
"4308",3,1000,2400,800,7,452302019,"Guangxi","Rural",3400,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.13156012193644
"4309",1,3000,1000,500,11,452302019,"Guangxi","Rural",4000,"Coastal",5,495.049504950495,0.0953101798043249,6.20485974716977,8.29407463978953
"4310",4,5000,1600,500,0,452302041,"Guangxi","Rural",6600,"Coastal",1,124.688279301746,1.41098697371026,4.82661853567356,8.79484007941489
"4311",1,800,700,90,2,452302041,"Guangxi","Rural",1500,"Coastal",2,89.1089108910891,0.0953101798043249,4.49098093247867,7.31328705153484
"4312",1,0,2000,350,5,452302041,"Guangxi","Rural",2000,"Coastal",3,346.534653465347,0.0953101798043249,5.84827135343014,7.60095245829212
"4313",1,700,500,200,7,452302041,"Guangxi","Rural",1200,"Coastal",4,198.019801980198,0.0953101798043249,5.28887190822528,7.0901601656374
"4314",1,1190,1000,450,0,452302042,"Guangxi","Rural",2190,"Coastal",1,445.544554455446,0.0953101798043249,6.09952167117176,7.69170248386852
"4315",1,800,800,150,2,452302042,"Guangxi","Rural",1600,"Coastal",2,148.514851485149,0.0953101798043249,5.00135806998924,7.37782140627483
"4316",1,0,800,130,5,452302042,"Guangxi","Rural",800,"Coastal",3,128.712871287129,0.0953101798043249,4.85836074103083,6.68473671985608
"4317",2,2100,1800,280,0,452302043,"Guangxi","Rural",3900,"Coastal",1,139.303482587065,0.741937344729377,4.93737248070493,8.26875747281465
"4318",2,2560,1560,300,2,452302043,"Guangxi","Rural",4120,"Coastal",2,149.253731343284,0.741937344729377,5.00631752823542,8.32363271389368
"4319",2,0,2000,500,7,452302043,"Guangxi","Rural",2000,"Coastal",4,248.756218905473,0.741937344729377,5.51687529557086,7.60095245829212
"4320",1,1200,800,150,11,452302043,"Guangxi","Rural",2000,"Coastal",5,148.514851485149,0.0953101798043249,5.00135806998924,7.60095245829212
"4321",2,2560,1250,300,2,452302081,"Guangxi","Rural",3810,"Coastal",2,149.253731343284,0.741937344729377,5.00631752823542,8.24541071449547
"4322",1,200,2800,500,5,452302081,"Guangxi","Rural",3000,"Coastal",3,495.049504950495,0.0953101798043249,6.20485974716977,8.00640090042804
"4323",2,0,3000,600,7,452302081,"Guangxi","Rural",3000,"Coastal",4,298.507462686567,0.741937344729377,5.69912987704519,8.00640090042804
"4324",1,500,700,230,0,452302082,"Guangxi","Rural",1200,"Coastal",1,227.722772277228,0.0953101798043249,5.42856801211526,7.0901601656374
"4325",2,1920,720,300,2,452302082,"Guangxi","Rural",2640,"Coastal",2,149.253731343284,0.741937344729377,5.00631752823542,7.87857207421086
"4326",1,0,1000,200,5,452302082,"Guangxi","Rural",1000,"Coastal",3,198.019801980198,0.0953101798043249,5.28887190822528,6.90785527398247
"4327",2,1000,1000,100,7,452302082,"Guangxi","Rural",2000,"Coastal",4,49.7512437810945,0.741937344729377,3.9090434465699,7.60095245829212
"4328",5,4200,2100,1250,0,452303002,"Guangxi","Rural",6300,"Coastal",1,249.500998003992,1.62924053973028,5.51986363490071,8.74832078526952
"4329",4,4500,2500,600,2,452303002,"Guangxi","Rural",7000,"Coastal",2,149.625935162095,1.41098697371026,5.00880652399574,8.8536797136497
"4330",5,6000,2000,1,5,452303002,"Guangxi","Rural",8000,"Coastal",3,0.199600798403194,1.62924053973028,-1.20530436244545,8.98720932058385
"4331",3,2200,3000,800,7,452303002,"Guangxi","Rural",5200,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.55643313515384
"4332",1.5,0,1500,500,11,452303002,"Guangxi","Rural",1500,"Coastal",5,331.12582781457,0.470003629245736,5.80280040200254,7.31328705153484
"4333",2,3100,2800,700,0,452303005,"Guangxi","Rural",5900,"Coastal",1,348.258706467662,0.741937344729377,5.85323271461194,8.68272457890272
"4334",1,0,2000,500,5,452303005,"Guangxi","Rural",2000,"Coastal",3,495.049504950495,0.0953101798043249,6.20485974716977,7.60095245829212
"4335",1,0,1600,250,7,452303005,"Guangxi","Rural",1600,"Coastal",4,247.524752475248,0.0953101798043249,5.51191450542305,7.37782140627483
"4336",1.5,0,1200,300,11,452303005,"Guangxi","Rural",1200,"Coastal",5,198.675496688742,0.470003629245736,5.29217603053297,7.0901601656374
"4337",2,2250,1200,800,0,452303007,"Guangxi","Rural",3450,"Coastal",1,398.009950248756,0.741937344729377,5.98672822403895,8.14615849511258
"4338",4,5800,750,610,2,452303007,"Guangxi","Rural",6550,"Coastal",2,152.11970074813,1.41098697371026,5.02532487692041,8.78723559568833
"4339",4,3000,2700,400,5,452303007,"Guangxi","Rural",5700,"Coastal",3,99.7506234413965,1.41098697371026,4.60367530362197,8.6482389975284
"4340",4,3000,3600,2000,7,452303007,"Guangxi","Rural",6600,"Coastal",4,498.753117206983,1.41098697371026,6.21231169812617,8.79484007941489
"4341",3,1200,1200,600,11,452303007,"Guangxi","Rural",2400,"Coastal",5,199.335548172757,1.1314021114911,5.29549111732938,7.78326568213467
"4342",4,4800,2600,760,0,452303009,"Guangxi","Rural",7400,"Coastal",1,189.526184538653,1.41098697371026,5.24505468439225,8.90924879261447
"4343",4,0,1500,600,5,452303009,"Guangxi","Rural",1500,"Coastal",3,149.625935162095,1.41098697371026,5.00880652399574,7.31328705153484
"4344",4,2100,3600,800,7,452303009,"Guangxi","Rural",5700,"Coastal",4,199.501246882793,1.41098697371026,5.29632161076563,8.6482389975284
"4345",0.6,0,800,200,11,452303009,"Guangxi","Rural",800,"Coastal",5,327.868852459016,-0.356674943938732,5.79291864185977,6.68473671985608
"4346",4,2400,2500,780,0,452303010,"Guangxi","Rural",4900,"Coastal",1,194.513715710723,1.41098697371026,5.27101664882381,8.49701089205374
"4347",2,2100,558,40,2,452303010,"Guangxi","Rural",2658,"Coastal",2,19.9004975124378,0.741937344729377,2.99575714886649,7.88536686083788
"4348",1,1000,900,100,7,452303010,"Guangxi","Rural",1900,"Coastal",4,99.009900990099,0.0953101798043249,4.5962293454281,7.54966179534849
"4349",6,5000,1200,2000,11,452303010,"Guangxi","Rural",6200,"Coastal",5,332.778702163062,1.80828877117927,5.80777816585388,8.73232069993537
"4350",4,4200,850,800,0,452303011,"Guangxi","Rural",5050,"Coastal",1,199.501246882793,1.41098697371026,5.29632161076563,8.52716332405355
"4351",4,5120,1404,1440,2,452303011,"Guangxi","Rural",6524,"Coastal",2,359.102244389027,1.41098697371026,5.8838855847076,8.78325829164305
"4352",4,3800,2200,800,5,452303011,"Guangxi","Rural",6000,"Coastal",3,199.501246882793,1.41098697371026,5.29632161076563,8.69953141473797
"4353",4,2000,2500,600,7,452303011,"Guangxi","Rural",4500,"Coastal",4,149.625935162095,1.41098697371026,5.00880652399574,8.41185489773372
"4354",1.5,0,1000,500,11,452303011,"Guangxi","Rural",1000,"Coastal",5,331.12582781457,0.470003629245736,5.80280040200254,6.90785527398247
"4355",10,12000,3200,2100,0,452303012,"Guangxi","Rural",15200,"Coastal",1,209.79020979021,2.31253542384721,5.34658458348158,9.62905728576009
"4356",9,10800,2160,3440,2,452303012,"Guangxi","Rural",12960,"Coastal",2,381.798002219756,2.2082744135228,5.94515356305716,9.46963068592588
